 job_role, income_status, investment_loss, investment_profit, gender_code, education_level,age_years, household_role, weekly_work_hours, family_status, sample_weight_index, education_score, annual_income_category, employment_category, country_origin, demographic_group
 Other-service,standard,0,0, Female, 7th-8th,55, Unmarried,40, Never-married,88856,4, <=50K, Local-gov, United-States, Black
 Other-service,standard,0,0, Male,?,35, Unmarried,40, Never-married,25955,7, <=50K, Private, United-States, Amer-Indian-Eskimo
 Other-service,standard,0,0, Male, Some-college,33, Husband,40, Married-civ-spouse,34848,10, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, HS-grad,42, Husband,60, Married-civ-spouse,245626,9, <=50K, Private, United-States, Amer-Indian-Eskimo
 Other-service,standard,0,0, Male, HS-grad,18, Own-child,40, Married-spouse-absent,151386,9, <=50K,?, Jamaica, Black
 Handlers-cleaners,standard,0,0, Male, Some-college,34, Other-relative,20, Never-married,114639,10, <=50K, Private, United-States, White
 Machine-op-inspct,standard,0,0, Female, Some-college,24, Wife,40, Married-civ-spouse,39827,10, <=50K, Private, Puerto-Rico, Other
 Sales,standard,0,0, Male, 7th-8th,42, Husband,30, Married-civ-spouse,102069,4, <=50K, Self-emp-not-inc, United-States, White
 Machine-op-inspct,standard,0,0, Male, HS-grad,28, Husband,40, Married-civ-spouse,148429,9, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, Some-college,31,?,40, Never-married,55849,10, <=50K, State-gov, United-States, White
 Prof-specialty,standard,0,0, Male, Masters,51, Husband,38, Married-civ-spouse,82578,14, >50K, Private, Canada, White
 Exec-managerial,standard,0,0, Female, HS-grad,40, Unmarried,40, Separated,406811,9, <=50K, Private, Canada, White
 Handlers-cleaners,standard,0,0, Male, 9th,31, Husband,48, Married-civ-spouse,393357,5, <=50K, Private, United-States, Black
 Machine-op-inspct,standard,0,0, Female, 9th,49, Not-in-family,40, Divorced,72393,5, <=50K, Private, United-States, White
 Machine-op-inspct,verified,0,0, Male, HS-grad,51, Husband,40, Married-civ-spouse,178241,9, >50K, Private, United-States, Black
 Prof-specialty,standard,0,0, Female, Assoc-voc,41, Not-in-family,45, Never-married,107276,11, <=50K, Private, United-States, White
 Exec-managerial,verified,0,0, Male,?,33, Husband,50, Married-civ-spouse,171216,13, >50K, Private, United-States, White
 Sales,standard,0,0, Male, HS-grad,32, Not-in-family,50, Separated,170108,9, <=50K,?, United-States, White
 Tech-support,verified,0,0, Male, Some-college,50, Husband,45, Married-civ-spouse,92079,10, >50K, Private, United-States, White
 Machine-op-inspct,standard,0,0, Male, HS-grad,30, Husband,40, Married-civ-spouse,254905,9, <=50K, Private, United-States, White
 Tech-support,verified,0,0, Male, Some-college,34, Husband,40, Married-civ-spouse,55176,10, >50K, Private, United-States, White
 Prof-specialty,verified,0,99999, Male, Prof-school,54, Husband,60, Married-civ-spouse,166459,15, >50K, Self-emp-inc, United-States, White
 Adm-clerical,standard,0,0, Male, HS-grad,31, Husband,40, Married-civ-spouse,59083,9, <=50K, Private, United-States, White
 Sales,verified,0,0, Male, Some-college,26, Own-child,42, Never-married,133373,10, <=50K, Private, United-States, White
 Sales,standard,0,0, Male, Bachelors,22, Not-in-family,40, Never-married,124971,13, <=50K, Private, United-States, White
 Exec-managerial,standard,0,0, Female, HS-grad,38, Own-child,40, Never-married,166585,9, <=50K, Private, United-States, White
 Prof-specialty,verified,0,0, Male, HS-grad,62, Husband,40, Married-civ-spouse,213321,9, >50K, Private, United-States, White
 Sales,standard,0,0, Female, Some-college,36, Not-in-family,20, Widowed,43701,10, <=50K, Private, United-States, White
 Other-service,standard,0,0, Male, HS-grad,28, Not-in-family,32, Never-married,209641,9, <=50K, Private, United-States, White
 Sales,standard,0,0, Male, 10th,18, Own-child,10, Never-married,387568,6, <=50K, Private, United-States, White
 Adm-clerical,standard,0,7443, Female, Some-college,38, Not-in-family,40, Divorced,22494,10, <=50K,?, United-States, White
 Exec-managerial,priority,0,0, Male, Bachelors,33, Husband,40,?,156015,13, >50K, State-gov, United-States, White
 Craft-repair,standard,0,2202, Male,?,29, Not-in-family,50, Divorced,189346,10, <=50K, Self-emp-not-inc, United-States, White
 Tech-support,standard,0,0, Female, Some-college,35, Unmarried,40, Divorced,483530,10, <=50K,?, United-States, White
?,standard,0,0, Female, Some-college,57, Not-in-family,16, Widowed,98926,10, <=50K, Private, United-States, White
 Machine-op-inspct,standard,0,0, Male, HS-grad,41, Husband,40, Married-civ-spouse,325786,9, <=50K, Private, United-States, White
 Machine-op-inspct,verified,0,0, Male, 10th,47, Husband,40, Married-civ-spouse,185385,6, >50K, Private, United-States, White
 Sales,standard,1138,0, Female, HS-grad,29, Unmarried,40, Never-married,138190,9, <=50K, Private, United-States, Black
 Handlers-cleaners,standard,0,0, Male, Assoc-acdm,45, Husband,40, Married-civ-spouse,187226,12, <=50K, Private, United-States, White
 Prof-specialty,standard,0,0, Female, Bachelors,46, Unmarried,32, Divorced,384795,13, <=50K, Private, United-States, Black
 Craft-repair,verified,0,0, Male, HS-grad,20, Other-relative,40, Never-married,221095,9, <=50K, Private, United-States, Black
 Adm-clerical,standard,0,0, Male, HS-grad,47, Husband,38, Married-civ-spouse,34248,9, <=50K, Private, United-States, White
 Exec-managerial,verified,0,0, Male, HS-grad,35, Husband,55, Married-civ-spouse,202950,9, >50K, Private, Iran,?
 Transport-moving,standard,0,0, Male, 7th-8th,34, Husband,40, Married-civ-spouse,31740,4, <=50K, Private, United-States, White
 ?,standard,0,2050, Female, 9th,67, Not-in-family,40, Divorced,407618,5, <=50K, ?, United-States, White
 Adm-clerical,standard,0,114, Female, 9th,20, Unmarried,20, Never-married,59948,5, <=50K, Private, United-States, Black
 Exec-managerial,verified,0,15024, Male, Bachelors,57, Husband,60, Married-civ-spouse,199847,13, >50K, Private, United-States, White
 Other-service,standard,0,0, Male, Assoc-acdm,48, Not-in-family,44, Divorced,326048,12, <=50K, Private, United-States, White
 Prof-specialty,standard,0,0, Male, Doctorate,44, Not-in-family,45, Never-married,33155,16, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, HS-grad,30, Husband,40, Married-civ-spouse,105908,9, <=50K, Private, United-States, White
 Prof-specialty,standard,0,0, Female, Assoc-acdm,39, Not-in-family,40, Divorced,235379,12, <=50K, State-gov, United-States, White
 Exec-managerial,standard,0,0, Male, Some-college,35, Husband,50, Married-civ-spouse,188041,10, <=50K, Private, United-States, White
 Tech-support,standard,0,0, Male, Bachelors,28, Own-child,20, Never-married,107218,13, <=50K, State-gov, United-States, Asian-Pac-Islander
?,standard,0,0, Male, Assoc-voc,59, Not-in-family,48, Divorced,184948,11, <=50K, ?, United-States, White
 Prof-specialty,standard,0,0, Male, Bachelors,37, Other-relative,40, Never-married,117651,13, <=50K, State-gov, United-States, White
 Prof-specialty,priority,0,0, Female, Bachelors,34, Not-in-family,40, Never-married,254270,13, <=50K, Local-gov, United-States, White
 Craft-repair,standard,0,0, Male, Some-college,31, Husband,45, Married-civ-spouse,55849,10, <=50K, Private, United-States, White
 Farming-fishing,standard,0,0, Male, HS-grad,23, Not-in-family,25, Never-married,519627,9, <=50K, Self-emp-not-inc, Mexico, White
 Prof-specialty,verified,0,99999, Male,?,45, Not-in-family,30, Never-married,148995,16, >50K, Private,?, White
 Exec-managerial,verified,0,99999, Male, Prof-school,50, Husband,50, Married-civ-spouse,132716,15, >50K, Self-emp-not-inc, United-States, White
 Adm-clerical,standard,0,0, Female, HS-grad,26, Own-child,40, Never-married,262656,9, <=50K, Private, United-States, White
 Other-service,standard,0,0, Male, HS-grad,61, Husband,12, Married-civ-spouse,243493,9, <=50K, Self-emp-not-inc, United-States, Black
 Machine-op-inspct,standard,1602,0, Female, Bachelors,46, Not-in-family,8, Never-married,155933,13, <=50K, Private, United-States, White
 Machine-op-inspct,standard,0,0, Male, 5th-6th,47, Own-child,20, Never-married,88564,3, <=50K, Private,?, White
 Transport-moving,verified,0,0, Male, HS-grad,32, Husband,20, Married-civ-spouse,209103,9, >50K, Private, United-States, White
 Adm-clerical,standard,2051,0, Male, Some-college,26, Husband,40, Married-civ-spouse,115717,10, <=50K, Private, United-States, White
 Exec-managerial,verified,1977,0, Male, Masters,55,?,50, Married-civ-spouse,153484,14, >50K, Private, United-States, White
 Prof-specialty,standard,0,0, Male, Bachelors,29, Not-in-family,48, Never-married,229300,13, <=50K,?, United-States, White
 Handlers-cleaners,standard,0,0, Male, Assoc-acdm,43, Husband,60, Married-civ-spouse,388849,12, <=50K, Private, United-States, White
 Machine-op-inspct,standard,0,0, Male, HS-grad,24, Own-child,40, Never-married,102323,9, <=50K, Private, United-States, White
 ?,verified,0,15024, Female, Masters,38, Wife,2, Married-civ-spouse,70282,14, >50K, ?, United-States, Black
 Adm-clerical,standard,0,0, Female, HS-grad,42, Unmarried,40, Separated,196001,9, <=50K, Private, United-States, White
 Other-service,standard,1408,0, Male, HS-grad,38, Unmarried,40, Never-married,193026,9, <=50K, Private, ?, White
 Handlers-cleaners,standard,0,0, Male, 5th-6th,18, Other-relative,40, Never-married,426836,3, <=50K, Private, Mexico, White
 Other-service,priority,0,7298, Male, HS-grad,51, Husband,40, Married-civ-spouse,138852,9, >50K, Private, El-Salvador, White
 Other-service,standard,0,0, Female, Some-college,63, Not-in-family,40, Widowed,154526,10, <=50K, Private, United-States, White
 Transport-moving,standard,0,0, Male, 9th,37, Husband,65, Married-civ-spouse,203828,5, <=50K, Private, United-States, White
 Other-service,standard,0,594, Female, HS-grad,56, Unmarried,20, Widowed,156052,9, <=50K, Private, United-States, Black
 Prof-specialty,standard,0,0, Female, HS-grad,57, Not-in-family,57, Widowed,96346,9, <=50K, Private, United-States, White
 Other-service,verified,0,0, Male, Assoc-acdm,64, Husband,40, Married-civ-spouse,86837,12, >50K, Federal-gov, United-States, Asian-Pac-Islander
 Prof-specialty,priority,0,0, Female, Bachelors,26, Not-in-family,20, Never-married,118736,13, <=50K, Private, United-States, White
 Exec-managerial,standard,0,0, Male, Some-college,34, Husband,45, Married-civ-spouse,42596,10, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, Bachelors,27, Not-in-family,50, Never-married,428030,13, <=50K,?, United-States, White
 Tech-support,standard,0,0, Male, Bachelors,29, Husband,40, Married-civ-spouse,149211,13, <=50K, Private, United-States, White
 Farming-fishing,standard,0,0, Male, HS-grad,35, Husband,35, Married-civ-spouse,48779,9, <=50K, Private, United-States, White
 Exec-managerial,standard,0,3942, Male, HS-grad,26, Husband,45, Married-civ-spouse,208326,9, <=50K, Private, United-States, White
 Other-service,standard,0,0, Female, Some-college,42, Unmarried,21, Separated,250536,10, <=50K, Private, Haiti, Black
 Exec-managerial,verified,0,0, Female, Masters,59, Not-in-family,40, Widowed,99131,14, >50K, Private, United-States, White
 Adm-clerical,standard,0,0, Female, HS-grad,52, Wife,38,?,123780,9, <=50K,?, United-States, White
 Farming-fishing,priority,0,0, Male, 11th,18, Own-child,70, Never-married,101061,7, <=50K, Self-emp-inc, United-States, White
 Other-service,standard,0,0, Male, 9th,41, Husband,55, Married-civ-spouse,172828,5, <=50K, Private, Outlying-US(Guam-USVI-etc), White
 Exec-managerial,standard,0,0, Male, HS-grad,36, Not-in-family,40, Divorced,256636,9, <=50K, Private, United-States, White
 Sales,standard,0,0, Female, HS-grad,35, Own-child,40, Never-married,48404,9, <=50K, Private, United-States, White
 Adm-clerical,standard,1721,0, Female, Some-college,21, Own-child,35, Never-married,132053,10, <=50K, Private, United-States, White
 Other-service,verified,2415,0, Female, HS-grad,31, Wife,40, Married-civ-spouse,252752,9, >50K, Self-emp-not-inc, United-States, White
 Other-service,standard,0,0, Female, HS-grad,24, Not-in-family,40, Never-married,148709,9, <=50K, Private, United-States, White
?,standard,0,0, Male, HS-grad,24, Not-in-family,40, Never-married,262570,9, <=50K, Private, United-States, White
 Sales,verified,0,0, Male, Some-college,49, Husband,50, Married-civ-spouse,431245,10, >50K, Self-emp-inc, United-States, White
 Handlers-cleaners,standard,0,0, Male, Some-college,22, Own-child,40, Never-married,113936,10, <=50K, Private, United-States, White
 Prof-specialty,standard,0,0, Female, Some-college,65, Not-in-family,40, Never-married,143570,10, <=50K, Local-gov, United-States, Black
 Machine-op-inspct,standard,0,0, Male, Assoc-voc,34, Husband,40, Married-civ-spouse,134737,11, <=50K, Private, United-States, White
 Other-service,priority,0,0, Male, HS-grad,26, Other-relative,40, Never-married,245880,9, <=50K, Private, United-States, White
 Craft-repair,verified,0,0, Male, Some-college,56, Husband,40, Married-civ-spouse,83922,10, >50K, Private, United-States, White
 Other-service,standard,0,0, Male, HS-grad,19, Own-child,40, Never-married,269991,9, <=50K, Private, Puerto-Rico, White
 ?,standard,0,0, Female, 9th,27, Own-child,40, Never-married,162104,5, <=50K, ?, United-States, White
 ?,standard,0,0, Male, Doctorate,62, Husband,40, Married-civ-spouse,68461,16, >50K, ?, United-States, Amer-Indian-Eskimo
 Other-service,standard,0,0, Female, HS-grad,41, Unmarried,25, Never-married,37848,9, <=50K, Local-gov, United-States, White
 ?,standard,0,3818, Male, HS-grad,65, Husband,40, Married-civ-spouse,178931,9, <=50K, ?, United-States, Amer-Indian-Eskimo
 Other-service,standard,0,0, Female, HS-grad,36, Unmarried,30, Never-married,185607,9, <=50K, Private, United-States, White
 Exec-managerial,verified,1485,0, Male, Some-college,44, Husband,40, Married-civ-spouse,165304,10, >50K, Local-gov, United-States, White
 Sales,standard,0,0, Male, HS-grad,26, Husband,50, Married-civ-spouse,150062,9, <=50K, Private, United-States,?
 Prof-specialty,standard,0,0, Male, 1st-4th,31, Husband,45, Married-civ-spouse,195750,2, <=50K, Private, United-States, White
 Transport-moving,standard,0,0, Male, 10th,69, Husband,10, Married-civ-spouse,179813,6, <=50K, Local-gov, United-States, White
 Adm-clerical,verified,0,0, Female, HS-grad,36, Wife,40, Married-civ-spouse,91037,9, >50K,?, United-States, White
 Adm-clerical,standard,0,0, Female, 11th,22, Wife,20, Married-civ-spouse,190903,7, <=50K, Private, United-States, White
 Craft-repair,standard,0,0, Male, Assoc-acdm,32, Husband,40, Married-civ-spouse,309513,12, <=50K, Private, United-States, White
 ?,standard,0,0, Male, HS-grad,18, Own-child,10, Never-married,297396,9, <=50K, ?, United-States, White
 Adm-clerical,verified,0,9386, Male, Some-college,61, Husband,40, Married-civ-spouse,221943,10, >50K, Federal-gov, United-States, White
 Prof-specialty,priority,0,15024, Male, Masters,51, Husband,40, Married-civ-spouse,133336,14, >50K, Local-gov, United-States, White
 Other-service,verified,0,0, Male, Some-college,22, Own-child,32, Never-married,127768,10, >50K, Private, United-States, White
 ?,standard,0,0, Female, HS-grad,22, Unmarried,35, Never-married,175586,9, <=50K, ?, United-States, Black
 Adm-clerical,standard,0,0, Female, Some-college,46, Unmarried,40, Separated,309895,10, <=50K, Private, United-States, White
 Adm-clerical,standard,0,0, Female, HS-grad,32, Unmarried,40, Divorced,175052,9, <=50K, Private, United-States, White
 Exec-managerial,standard,0,0, Male, Some-college,19, Own-child,30, Never-married,146679,10, <=50K, Private, United-States, Black
 Prof-specialty,verified,0,7688, Male, Masters,33, Husband,50, Married-civ-spouse,43959,14, >50K, Local-gov, United-States, White
 Craft-repair,standard,0,0, Female, HS-grad,19, Wife,40, Married-civ-spouse,458558,9, <=50K, Private, United-States, White
 Exec-managerial,verified,0,0,?, Some-college,36, Husband,60, Married-civ-spouse,246449,10, >50K, Private, United-States, White
 Prof-specialty,priority,0,0, Male, Bachelors,30, Not-in-family,50, Never-married,403433,13, >50K, Private, United-States, Black
 Adm-clerical,standard,0,0, Male, HS-grad,20, Other-relative,20, Never-married,410446,9, <=50K, Federal-gov, United-States, White
 Machine-op-inspct,standard,0,0, Male, 11th,25, Husband,40, Married-civ-spouse,456604,7, <=50K,?, United-States, White
 Exec-managerial,verified,0,15024,?, Bachelors,64,?,55, Married-civ-spouse,179436,13, >50K, Self-emp-inc, United-States, White
